city,state,lat,lon,population
Bay Point CDP,CA,38.032254,-121.962236,0
Bayview CDP,CA,38.006234,-122.320165,0
Bayview CDP,CA,40.76536,-124.178624,0
Baywood Park CDP,CA,37.529163,-122.341637,0
Beale AFB CDP,CA,39.108061,-121.351215,0
Bear Creek CDP,CA,37.296601,-120.417676,0
Bear Valley CDP,CA,38.472321,-120.051847,0
Bear Valley CDP,CA,37.57474,-120.136098,0
Bear Valley Springs CDP,CA,35.178355,-118.669618,0
Beaumont city,CA,33.876722,-116.953009,0
Beckwourth CDP,CA,39.843931,-120.414009,0
Belden CDP,CA,40.006783,-121.248191,0
Bell city,CA,33.979704,-118.179249,0
Bella Vista CDP,CA,40.651205,-122.25637,0
Bell Canyon CDP,CA,34.208148,-118.687574,0
Bellflower city,CA,33.887821,-118.12725,0
Bell Gardens city,CA,33.964379,-118.154437,0
Belmont city,CA,37.514398,-122.294475,0
Belvedere city,CA,37.873567,-122.470995,0
Benbow CDP,CA,40.060267,-123.765381,0
Bend CDP,CA,40.255092,-122.210916,0
Benicia city,CA,38.072733,-122.155169,0
Ben Lomond CDP,CA,37.078212,-122.088102,0
Benton CDP,CA,37.822438,-118.487687,0
Benton Park CDP,CA,35.346439,-119.029815,0
Berkeley city,CA,37.865673,-122.298725,0
Bermuda Dunes CDP,CA,33.74349,-116.287335,0
Berry Creek CDP,CA,39.631812,-121.405621,0
Bertsch-Oceanview CDP,CA,41.751727,-124.170214,0
Bethel Island CDP,CA,38.02813,-121.629851,0
Beverly Hills city,CA,34.07923,-118.402437,0
Bieber CDP,CA,41.138451,-121.117006,0
Big Bear City CDP,CA,34.254118,-116.796378,0
Big Bear Lake city,CA,34.242888,-116.893893,0
Big Bend CDP,CA,41.011624,-121.930434,0
Big Creek CDP,CA,37.203565,-119.248489,0
Biggs city,CA,39.410187,-121.713322,0
Big Lagoon CDP,CA,41.159427,-124.129746,0
Big Pine CDP,CA,37.165507,-118.296262,0
Big River CDP,CA,34.139823,-114.362099,0
Biola CDP,CA,36.799938,-120.021038,0
Bishop city,CA,37.366381,-118.395808,0
Blackhawk CDP,CA,37.809629,-121.913241,0
Blacklake CDP,CA,35.049689,-120.538642,0
Black Point-Green Point CDP,CA,38.110651,-122.519097,0
Blairsden CDP,CA,39.775205,-120.610845,0
Bloomfield CDP,CA,38.322069,-122.834464,0
Bloomington CDP,CA,34.060071,-117.401238,0
Blue Lake city,CA,40.880993,-123.994912,0
Bluewater CDP,CA,34.175431,-114.264962,0
Blythe city,CA,33.65352,-114.621823,0
Bodega CDP,CA,38.348841,-122.971164,0
Bodega Bay CDP,CA,38.327472,-123.029926,0
Bodfish CDP,CA,35.573416,-118.486441,0
Bolinas CDP,CA,37.917725,-122.709502,0
Bombay Beach CDP,CA,33.35561,-115.726902,0
Bonadelle Ranchos CDP,CA,36.968806,-119.892779,0
Bonita CDP,CA,32.673217,-117.006101,0
Bonny Doon CDP,CA,37.043577,-122.136972,0
Bonsall CDP,CA,33.274876,-117.191863,0
Boonville CDP,CA,39.011474,-123.374043,0
Bootjack CDP,CA,37.474044,-119.8838,0
Boron CDP,CA,35.01978,-117.665938,0
Boronda CDP,CA,36.694632,-121.674512,0
Borrego Springs CDP,CA,33.240965,-116.357119,0
Bostonia CDP,CA,32.818985,-116.942264,0
Boulder Creek CDP,CA,37.134099,-122.127208,0
Boulevard CDP,CA,32.664022,-116.289601,0
Bowles CDP,CA,36.608873,-119.752564,0
Boyes Hot Springs CDP,CA,38.312633,-122.488738,0
Bradbury city,CA,34.153159,-117.968818,0
Bradley CDP,CA,35.86284,-120.804268,0
Brawley city,CA,32.978454,-115.528569,0
Brea city,CA,33.925178,-117.865111,0
Brentwood city,CA,37.935578,-121.71897,0
Bret Harte CDP,CA,37.602078,-121.00438,0
Bridgeport CDP,CA,38.25521,-119.210424,0
Brisbane city,CA,37.67575,-122.383302,0
Broadmoor CDP,CA,37.691495,-122.481339,0
Brookdale CDP,CA,37.105732,-122.110623,0
Brooks CDP,CA,38.73688,-122.146807,0
Brooktrails CDP,CA,39.443283,-123.3938,0
Buckhorn CDP,CA,38.454797,-120.532334,0
Buck Meadows CDP,CA,37.807046,-120.075237,0
Bucks Lake CDP,CA,39.87956,-121.199081,0
Buellton city,CA,34.615497,-120.194237,0
Buena Park city,CA,33.857353,-118.007373,0
Buena Vista CDP,CA,38.297487,-120.917402,0
Burbank city,CA,34.190079,-118.326405,0
Burbank CDP,CA,37.321084,-121.930618,0
Burlingame city,CA,37.589952,-122.363342,0
Burney CDP,CA,40.889362,-121.675465,0
Burnt Ranch CDP,CA,40.811335,-123.508261,0
Butte Creek Canyon CDP,CA,39.744502,-121.707131,0
Butte Meadows CDP,CA,40.08531,-121.542683,0
Butte Valley CDP,CA,39.668815,-121.645888,0
Buttonwillow CDP,CA,35.409229,-119.440668,0
Byron CDP,CA,37.875644,-121.64212,0
Bystrom CDP,CA,37.61939,-120.981254,0
Cabazon CDP,CA,33.912726,-116.782831,0
Calabasas city,CA,34.134252,-118.666455,0
Calexico city,CA,32.684859,-115.494738,0
California City city,CA,35.14659,-117.869346,0
California Hot Springs CDP,CA,35.887568,-118.655022,0
California Pines CDP,CA,41.413786,-120.66531,0
California Polytechnic State University CDP,CA,35.306981,-120.667276,0
Calimesa city,CA,33.987357,-117.054214,0
Calipatria city,CA,33.168651,-115.485641,0
Calistoga city,CA,38.581408,-122.582696,0
Callender CDP,CA,35.047972,-120.575908,0
Calpella CDP,CA,39.233721,-123.19376,0
Calpine CDP,CA,39.663381,-120.439277,0
Calwa CDP,CA,36.713477,-119.76086,0
Camanche North Shore CDP,CA,38.244218,-120.953915,0
Camanche Village CDP,CA,38.266481,-120.986575,0
Camarillo city,CA,34.221823,-119.032154,0
Cambria CDP,CA,35.552069,-121.084137,0
Cambrian Park CDP,CA,37.256059,-121.928778,0
Cameron Park CDP,CA,38.674029,-120.988338,0
Camino CDP,CA,38.742265,-120.680811,0
Camino Tassajara CDP,CA,37.790886,-121.885052,0
Campbell city,CA,37.280244,-121.953296,0
Camp Nelson CDP,CA,36.141978,-118.61071,0
Campo CDP,CA,32.640965,-116.474516,0
Campo Seco CDP,CA,38.220743,-120.859054,0
Camp Pendleton Mainside CDP,CA,33.307209,-117.331048,0
Camp Pendleton South CDP,CA,33.231824,-117.391998,0
Camptonville CDP,CA,39.452072,-121.048668,0
Canby CDP,CA,41.452293,-120.888319,0
Cantua Creek CDP,CA,36.500045,-120.316361,0
Canyondam CDP,CA,40.169867,-121.076986,0
Canyon Lake city,CA,33.688302,-117.263547,0
Capitola city,CA,36.976083,-121.954012,0
Caribou CDP,CA,40.073244,-121.16567,0
Carlsbad city,CA,33.129284,-117.284183,0
Carmel-by-the-Sea city,CA,36.552881,-121.921919,0
