city,state,lat,lon,population
Atkinson Mills CDP,PA,40.449273,-77.803428,0
Atlantic CDP,PA,41.505256,-80.340579,0
Atlas CDP,PA,40.797422,-76.42833,0
Atlasburg CDP,PA,40.343541,-80.380339,0
Atwood borough,PA,40.751483,-79.252111,0
Auburn borough,PA,40.595403,-76.097239,0
Audubon CDP,PA,40.13034,-75.42802,0
Austin borough,PA,41.637306,-78.090335,0
Avalon borough,PA,40.501162,-80.068531,0
Avella CDP,PA,40.273657,-80.467216,0
Avis borough,PA,41.185691,-77.316486,0
Avoca borough,PA,41.338182,-75.742232,0
Avon CDP,PA,40.342605,-76.379283,0
Avondale borough,PA,39.826215,-75.781343,0
Avonia CDP,PA,42.048505,-80.28361,0
Avonmore borough,PA,40.52715,-79.469786,0
Baden borough,PA,40.639695,-80.222537,0
Baidland CDP,PA,40.188737,-79.954985,0
Baileyville CDP,PA,40.712067,-77.996053,0
Bainbridge CDP,PA,40.089845,-76.655069,0
Bairdford CDP,PA,40.627904,-79.881254,0
Bakerstown CDP,PA,40.65377,-79.939457,0
Bala Cynwyd CDP,PA,40.011608,-75.227892,0
Bald Eagle CDP,PA,40.719476,-78.187234,0
Baldwin borough,PA,40.380642,-79.945203,0
Bally borough,PA,40.400447,-75.587617,0
Bangor borough,PA,40.867969,-75.208481,0
Barkeyville borough,PA,41.196557,-79.982568,0
Barrville CDP,PA,40.668232,-77.682222,0
Bath borough,PA,40.729195,-75.390593,0
Baumstown CDP,PA,40.277284,-75.81188,0
Beallsville borough,PA,40.061904,-80.030231,0
Bear Creek Village borough,PA,41.186018,-75.753988,0
Bear Lake borough,PA,41.993404,-79.501342,0
Bear Rocks CDP,PA,40.127496,-79.463621,0
Beaver borough,PA,40.693538,-80.307582,0
Beaverdale CDP,PA,40.325973,-78.698031,0
Beaver Falls city,PA,40.759401,-80.322551,0
Beaver Meadows borough,PA,40.929892,-75.913105,0
Beaver Springs CDP,PA,40.744823,-77.216216,0
Beavertown CDP,PA,40.373605,-78.237108,0
Beavertown borough,PA,40.749664,-77.170985,0
Bechtelsville borough,PA,40.370158,-75.630835,0
Bedford borough,PA,40.015115,-78.503017,0
Beech Creek borough,PA,41.072748,-77.580412,0
Beech Mountain Lakes CDP,PA,41.043799,-75.931813,0
Belfast CDP,PA,40.782132,-75.2743,0
Bell Acres borough,PA,40.589779,-80.173782,0
Bellefonte borough,PA,40.914213,-77.768197,0
Belle Vernon borough,PA,40.123385,-79.862037,0
Belleville CDP,PA,40.606583,-77.719782,0
Bellevue borough,PA,40.49395,-80.055342,0
Bellwood borough,PA,40.600677,-78.333271,0
Belmont CDP,PA,40.281262,-78.884561,0
Belsano CDP,PA,40.519833,-78.871136,0
Ben Avon borough,PA,40.505159,-80.082138,0
Ben Avon Heights borough,PA,40.512545,-80.073081,0
Bendersville borough,PA,39.981276,-77.249315,0
Benson borough,PA,40.202742,-78.929348,0
Bentleyville borough,PA,40.117846,-80.00442,0
Benton borough,PA,41.195691,-76.384254,0
Berlin borough,PA,39.921523,-78.950859,0
Bernville borough,PA,40.433758,-76.111172,0
Berrysburg borough,PA,40.602935,-76.810105,0
Berwick borough,PA,41.05499,-76.25101,0
Berwyn CDP,PA,40.038794,-75.442087,0
Bessemer borough,PA,40.977156,-80.488722,0
Bethany borough,PA,41.614398,-75.288511,0
Bethel CDP,PA,40.476483,-76.28797,0
Bethel Park municipality,PA,40.323803,-80.036421,0
Bethlehem city,PA,40.626424,-75.367898,0
Beurys Lake CDP,PA,40.717827,-76.379918,0
Big Bass Lake CDP,PA,41.249749,-75.479672,0
Big Beaver borough,PA,40.82264,-80.357679,0
Bigler CDP,PA,40.987489,-78.309334,0
Biglerville borough,PA,39.929513,-77.246842,0
Big Run borough,PA,40.970657,-78.877426,0
Birchwood Lakes CDP,PA,41.250911,-74.910728,0
Bird-in-Hand CDP,PA,40.036657,-76.189542,0
Birdsboro borough,PA,40.262329,-75.810113,0
Birmingham borough,PA,40.647154,-78.195685,0
Black Lick CDP,PA,40.469136,-79.188058,0
Blain borough,PA,40.336518,-77.512368,0
Blain City CDP,PA,40.756883,-78.53111,0
Blaine Hill CDP,PA,40.274086,-79.874456,0
Blairsville borough,PA,40.43249,-79.259881,0
Blakely borough,PA,41.485933,-75.601255,0
Blanchard CDP,PA,41.067043,-77.605916,0
Blandburg CDP,PA,40.683698,-78.415837,0
Blandon CDP,PA,40.44515,-75.879451,0
Blawnox borough,PA,40.493302,-79.859344,0
Bloomfield borough,PA,40.418871,-77.188969,0
Blooming Glen CDP,PA,40.368067,-75.240482,0
Blooming Valley borough,PA,41.677013,-80.030887,0
Bloomsburg town,PA,41.002717,-76.45658,0
Blossburg borough,PA,41.679525,-77.068951,0
Blue Ball CDP,PA,40.111297,-76.055148,0
Blue Bell CDP,PA,40.147352,-75.26868,0
Blue Knob CDP,PA,40.352891,-78.553228,0
Blue Ridge Summit CDP,PA,39.725562,-77.468754,0
Boalsburg CDP,PA,40.777966,-77.774364,0
Bobtown CDP,PA,39.760344,-79.984788,0
Boiling Springs CDP,PA,40.159332,-77.139919,0
Bolivar borough,PA,40.395006,-79.152089,0
Bonneauville borough,PA,39.810426,-77.13626,0
Boothwyn CDP,PA,39.835656,-75.445331,0
Boston CDP,PA,40.311678,-79.823518,0
Boswell borough,PA,40.161484,-79.027467,0
Bowers CDP,PA,40.485917,-75.74323,0
Bowmanstown borough,PA,40.801445,-75.661116,0
Bowmansville CDP,PA,40.20173,-76.02103,0
Boyers CDP,PA,41.107485,-79.900879,0
Boyertown borough,PA,40.33233,-75.637478,0
Brackenridge borough,PA,40.607982,-79.740016,0
Braddock borough,PA,40.401736,-79.868622,0
Braddock Hills borough,PA,40.41456,-79.861273,0
Bradenville CDP,PA,40.323621,-79.340254,0
Bradford city,PA,41.960963,-78.64088,0
Bradford Woods borough,PA,40.636949,-80.0809,0
Branchdale CDP,PA,40.673193,-76.32223,0
Brandonville CDP,PA,40.860056,-76.168887,0
Brave CDP,PA,39.725568,-80.260241,0
Breinigsville CDP,PA,40.538903,-75.634783,0
Brentwood borough,PA,40.373378,-79.975784,0
Bressler CDP,PA,40.231928,-76.818973,0
Briar Creek borough,PA,41.049239,-76.284018,0
Brickerville CDP,PA,40.226828,-76.286485,0
Bridgeport borough,PA,40.104072,-75.34355,0
Bridgeville borough,PA,40.358204,-80.10755,0
Bridgewater borough,PA,40.705077,-80.30041,0
Brisbin borough,PA,40.838548,-78.351235,0
Bristol borough,PA,40.102767,-74.852347,0
Brittany Farms-The Highlands CDP,PA,40.268509,-75.216644,0
Broad Top City borough,PA,40.20118,-78.140563,0
Brockton CDP,PA,40.750778,-76.06761,0
Brockway borough,PA,41.247102,-78.792415,0
Brodheadsville CDP,PA,40.928446,-75.401855,0
Brookhaven borough,PA,39.871096,-75.391253,0
Brooks Mill CDP,PA,40.373774,-78.423428,0
Brookville borough,PA,41.161676,-79.082652,0
Broomall CDP,PA,39.968823,-75.354127,0
Browndale CDP,PA,41.654934,-75.455745,0
Brownstown borough,PA,40.333357,-78.937286,0
Brownstown CDP,PA,40.127126,-76.21818,0
Brownsville borough,PA,40.018865,-79.890016,0
Browntown CDP,PA,41.313869,-75.782666,0
Bruin borough,PA,41.05439,-79.727301,0
Bryn Athyn borough,PA,40.141067,-75.067401,0
Bryn Mawr CDP,PA,40.020824,-75.316167,0
Buckhorn CDP,PA,41.020442,-76.493202,0
Buck Run CDP,PA,40.706714,-76.321438,0
Buena Vista CDP,PA,40.277723,-79.80049,0
Buffington CDP,PA,39.929961,-79.839149,0
Bulger CDP,PA,40.376643,-80.322993,0
Bunola CDP,PA,40.233582,-79.950497,0
Burgettstown borough,PA,40.381293,-80.392613,0
Burlington borough,PA,41.784063,-76.607272,0
Burnham borough,PA,40.634293,-77.562995,0
Burnside borough,PA,40.812405,-78.798048,0
Burnt Cabins CDP,PA,40.077953,-77.8981,0
Butler city,PA,40.861554,-79.89617,0
Byrnedale CDP,PA,41.292712,-78.502276,0
Cairnbrook CDP,PA,40.124587,-78.818938,0
California borough,PA,40.066665,-79.91198,0
Callensburg borough,PA,41.125741,-79.557713,0
Callery borough,PA,40.739383,-80.037966,0
Callimont borough,PA,39.801153,-78.921606,0
Caln CDP,PA,39.997115,-75.782896,0
Calumet CDP,PA,40.218902,-79.48919,0
Cambridge CDP,PA,40.08103,-75.943491,0
Cambridge Springs borough,PA,41.801969,-80.059793,0
Campbelltown CDP,PA,40.276002,-76.582914,0
Camp Hill borough,PA,40.242192,-76.9274,0
Canadohta Lake CDP,PA,41.811497,-79.835754,0
Canan Station CDP,PA,40.462742,-78.431957,0
Canoe Creek CDP,PA,40.473575,-78.278995,0
Canonsburg borough,PA,40.264246,-80.186776,0
Canton borough,PA,41.65711,-76.852662,0
Carbondale city,PA,41.571373,-75.504778,0
Carlisle borough,PA,40.199994,-77.204149,0
Carlisle Barracks CDP,PA,40.209791,-77.172749,0
Carmichaels borough,PA,39.897595,-79.974988,0
Carnegie borough,PA,40.407987,-80.086037,0
Carnot-Moon CDP,PA,40.518718,-80.217742,0
Carrolltown borough,PA,40.604512,-78.707012,0
Carroll Valley borough,PA,39.750191,-77.386854,0
Carson Valley CDP,PA,40.449128,-78.448584,0
Casanova CDP,PA,40.955618,-78.158465,0
Cashtown CDP,PA,39.884405,-77.350746,0
Cassandra borough,PA,40.408604,-78.640744,0
Casselman borough,PA,39.885407,-79.21065,0
Cassville borough,PA,40.292836,-78.02723,0
Castanea CDP,PA,41.11712,-77.426972,0
Castle Shannon borough,PA,40.366424,-80.019461,0
Catasauqua borough,PA,40.653828,-75.461037,0
Catawissa borough,PA,40.95311,-76.459943,0
Cecil-Bishop CDP,PA,40.318488,-80.191902,0
Cedar Crest CDP,PA,40.396593,-77.885703,0
Cementon CDP,PA,40.687474,-75.517773,0
Centerport borough,PA,40.485895,-76.004376,0
Centerville borough,PA,41.738881,-79.761018,0
Centerville borough,PA,40.032477,-79.95948,0
Central City borough,PA,40.109617,-78.804318,0
Centralia borough,PA,40.804486,-76.344007,0
Centre Hall borough,PA,40.844743,-77.685072,0
Cetronia CDP,PA,40.585675,-75.543838,0
Chadds Ford CDP,PA,39.875949,-75.608223,0
Chalfant borough,PA,40.410124,-79.838594,0
Chalfont borough,PA,40.288978,-75.209591,0
Chalkhill CDP,PA,39.847801,-79.618245,0
Chambersburg borough,PA,39.931433,-77.655642,0
Chapman borough,PA,40.759951,-75.400558,0
Charleroi borough,PA,40.137859,-79.899756,0
Charlottsville CDP,PA,40.645655,-78.275434,0
Chase CDP,PA,41.28064,-75.964362,0
Cheltenham Village CDP,PA,40.063116,-75.09345,0
Cherry Tree borough,PA,40.725747,-78.812492,0
Cherry Valley borough,PA,41.159412,-79.801195,0
Cherryville CDP,PA,40.756581,-75.532524,0
Chester city,PA,39.845558,-75.371882,0
Chesterbrook CDP,PA,40.070357,-75.455128,0
Chester Heights borough,PA,39.892551,-75.468956,0
Chester Hill borough,PA,40.890972,-78.230665,0
Chestnut Hill CDP,PA,40.72279,-75.207232,0
Chest Springs borough,PA,40.578082,-78.610521,0
Cheswick borough,PA,40.543024,-79.800984,0
Chevy Chase Heights CDP,PA,40.64037,-79.14562,0
Chewton CDP,PA,40.897578,-80.318456,0
Cheyney University CDP,PA,39.934245,-75.530595,0
Chicora borough,PA,40.952507,-79.73905,0
Chinchilla CDP,PA,41.485848,-75.666462,0
Christiana borough,PA,39.954504,-75.997346,0
Church Hill CDP,PA,40.692602,-77.59491,0
Churchill borough,PA,40.438847,-79.84159,0
Churchtown CDP,PA,40.139327,-75.95321,0
Churchville CDP,PA,40.19451,-75.001775,0
Clairton city,PA,40.296656,-79.889026,0
Clappertown CDP,PA,40.402729,-78.277756,0
Clarence CDP,PA,41.046331,-77.950301,0
Clarendon borough,PA,41.780615,-79.094008,0
Clarion borough,PA,41.209445,-79.380087,0
Clark borough,PA,41.287725,-80.404732,0
Clarks Green borough,PA,41.500913,-75.695315,0
Clarks Summit borough,PA,41.490237,-75.706509,0
Clarksville borough,PA,39.974396,-80.043902,0
Clay CDP,PA,40.219045,-76.239033,0
Claysburg CDP,PA,40.291448,-78.451419,0
Claysville borough,PA,40.120644,-80.413275,0
Clearfield borough,PA,41.021498,-78.439398,0
Clearville CDP,PA,39.918796,-78.383788,0
Cleona borough,PA,40.338511,-76.477093,0
Clifton Heights borough,PA,39.93015,-75.295827,0
Clinton CDP,PA,40.492265,-80.296995,0
Clinton CDP,PA,40.706199,-79.591713,0
Clintondale CDP,PA,41.01849,-77.520788,0
Clintonville borough,PA,41.201025,-79.874512,0
Clymer borough,PA,40.668502,-79.013605,0
Coal Center borough,PA,40.070033,-79.901166,0
Coaldale borough,PA,40.167359,-78.21661,0
Coaldale borough,PA,40.81974,-75.916102,0
Coalmont borough,PA,40.21121,-78.199977,0
Coalport borough,PA,40.746364,-78.529652,0
Coatesville city,PA,39.985152,-75.819,0
Coburn CDP,PA,40.86612,-77.463863,0
Cochranton borough,PA,41.519097,-80.046991,0
Cochranville CDP,PA,39.888614,-75.92981,0
Cokeburg borough,PA,40.099954,-80.065513,0
Collegeville borough,PA,40.186865,-75.457519,0
Collingdale borough,PA,39.915065,-75.27763,0
Collinsburg CDP,PA,40.220942,-79.781219,0
Colonial Park CDP,PA,40.298695,-76.806994,0
Colony Park CDP,PA,40.349196,-75.9798,0
Columbia borough,PA,40.034855,-76.495889,0
Columbus CDP,PA,41.947907,-79.583235,0
Colver CDP,PA,40.542658,-78.789158,0
Colwyn borough,PA,39.911809,-75.253077,0
Commodore CDP,PA,40.715139,-78.934778,0
Conashaugh Lakes CDP,PA,41.304037,-74.992538,0
Conestoga CDP,PA,39.939755,-76.336045,0
Confluence borough,PA,39.809904,-79.355905,0
Conneaut Lake borough,PA,41.602677,-80.309411,0
Conneaut Lakeshore CDP,PA,41.619041,-80.312062,0
Conneautville borough,PA,41.75776,-80.368638,0
Connellsville city,PA,40.015901,-79.58963,0
Connoquenessing borough,PA,40.817417,-80.015151,0
Conshohocken borough,PA,40.077219,-75.3041,0
Continental Courts CDP,PA,40.870533,-77.865723,0
Conway borough,PA,40.666338,-80.240179,0
Conyngham borough,PA,40.991236,-76.059854,0
Coopersburg borough,PA,40.510368,-75.39192,0
Cooperstown borough,PA,41.4998,-79.873626,0
Coplay borough,PA,40.670709,-75.495547,0
Coral CDP,PA,40.503555,-79.175216,0
Coraopolis borough,PA,40.514618,-80.161825,0
Cornwall borough,PA,40.261093,-76.410952,0
Cornwells Heights CDP,PA,40.077065,-74.951649,0
Corry city,PA,41.928225,-79.63313,0
Corsica borough,PA,41.181294,-79.202565,0
Cotton Town CDP,PA,40.279879,-78.481156,0
Coudersport borough,PA,41.775844,-78.016038,0
Coulter CDP,PA,40.300059,-79.794091,0
Courtdale borough,PA,41.284932,-75.914293,0
Cove Forge CDP,PA,40.479115,-78.173388,0
Crabtree CDP,PA,40.363841,-79.46949,0
Crafton borough,PA,40.433301,-80.071133,0
Cranesville borough,PA,41.902592,-80.33649,0
Creekside borough,PA,40.681932,-79.193613,0
Crenshaw CDP,PA,41.251665,-78.754056,0
Cresson borough,PA,40.462568,-78.586611,0
Cressona borough,PA,40.630394,-76.193861,0
Cross Creek CDP,PA,40.326398,-80.409115,0
Cross Keys CDP,PA,40.445719,-78.429329,0
Cross Roads borough,PA,39.820013,-76.572823,0
Crown CDP,PA,41.393939,-79.263766,0
Croydon CDP,PA,40.090348,-74.896679,0
Crucible CDP,PA,39.947936,-79.966613,0
Culp CDP,PA,40.582484,-78.263258,0
Cumbola CDP,PA,40.713801,-76.143184,0
Curryville CDP,PA,40.275932,-78.337961,0
Curtisville CDP,PA,40.649746,-79.849193,0
Curwensville borough,PA,40.972882,-78.518619,0
Daisytown borough,PA,40.320076,-78.903675,0
Dale borough,PA,40.31218,-78.905062,0
Dallas borough,PA,41.33152,-75.972862,0
Dallastown borough,PA,39.899667,-76.640937,0
Dalmatia CDP,PA,40.648944,-76.904234,0
Dalton borough,PA,41.53761,-75.73827,0
Danville borough,PA,40.961676,-76.61204,0
Darby borough,PA,39.920953,-75.261082,0
Darlington borough,PA,40.810298,-80.423389,0
Dauberville CDP,PA,40.46076,-75.995109,0
Dauphin borough,PA,40.368281,-76.930221,0
Davidsville CDP,PA,40.234795,-78.93563,0
Dawson borough,PA,40.047175,-79.656942,0
Dayton borough,PA,40.881195,-79.241127,0
Deemston borough,PA,40.027272,-80.033355,0
Deer Lake CDP,PA,39.847251,-79.589543,0
Deer Lake borough,PA,40.620874,-76.056838,0
Defiance CDP,PA,40.159907,-78.231776,0
Delano CDP,PA,40.840428,-76.067036,0
Delaware Water Gap borough,PA,40.967874,-75.133837,0
Delmont borough,PA,40.414408,-79.57289,0
Delta borough,PA,39.726707,-76.327131,0
Denver borough,PA,40.234122,-76.141163,0
Derry borough,PA,40.333431,-79.301084,0
DeSales University CDP,PA,40.538224,-75.378114,0
Devon CDP,PA,40.048947,-75.426792,0
Dewart CDP,PA,41.109937,-76.870655,0
Dickson City borough,PA,41.468349,-75.635816,0
Dillsburg borough,PA,40.111524,-77.032508,0
Dilworthtown CDP,PA,39.901873,-75.571355,0
Distant CDP,PA,40.974232,-79.358261,0
Dixonville CDP,PA,40.71617,-79.010553,0
Donaldson CDP,PA,40.636341,-76.405873,0
Donegal borough,PA,40.11202,-79.380772,0
Donora borough,PA,40.179529,-79.862408,0
Dormont borough,PA,40.394046,-80.037709,0
Dorneyville CDP,PA,40.576561,-75.51958,0
Dorseyville CDP,PA,40.579778,-79.889741,0
Douglassville CDP,PA,40.259899,-75.724228,0
Dover borough,PA,40.003302,-76.848431,0
Downingtown borough,PA,40.008289,-75.702163,0
Doylestown borough,PA,40.314197,-75.127697,0
Dravosburg borough,PA,40.350648,-79.890176,0
Drexel Hill CDP,PA,39.949498,-75.303876,0
Drifting CDP,PA,41.021688,-78.113974,0
Driftwood borough,PA,41.343958,-78.122955,0
Dry Tavern CDP,PA,39.939872,-80.009525,0
Dryville CDP,PA,40.46166,-75.754753,0
Dublin borough,PA,40.37692,-75.205948,0
DuBois city,PA,41.122269,-78.756154,0
Duboistown borough,PA,41.223175,-77.037947,0
Dudley borough,PA,40.205307,-78.178305,0
Dumb Hundred CDP,PA,40.317043,-78.410466,0
Dunbar borough,PA,39.978297,-79.614665,0
Duncannon borough,PA,40.395178,-77.02773,0
Duncansville borough,PA,40.426307,-78.43026,0
Dunlevy borough,PA,40.109575,-79.858756,0
Dunlo CDP,PA,40.293443,-78.717617,0
Dunmore borough,PA,41.413984,-75.606253,0
Dunnstown CDP,PA,41.150071,-77.420699,0
Dupont borough,PA,41.323776,-75.741921,0
Duquesne city,PA,40.373461,-79.850162,0
Duryea borough,PA,41.35131,-75.776063,0
Dushore borough,PA,41.526002,-76.398512,0
Eagle CDP,PA,40.076202,-75.684749,0
Eagle Creek CDP,PA,40.898834,-77.893495,0
Eagle Lake CDP,PA,41.280051,-75.472903,0
Eagles Mere borough,PA,41.409845,-76.583089,0
Eagleview CDP,PA,40.059376,-75.680747,0
Eagleville CDP,PA,41.055987,-77.585317,0
Eagleville CDP,PA,40.159863,-75.408962,0
Earlston CDP,PA,40.004081,-78.373206,0
East Altoona CDP,PA,40.546917,-78.363634,0
East Bangor borough,PA,40.880311,-75.186393,0
East Berlin borough,PA,39.936829,-76.979459,0
East Berwick CDP,PA,41.069717,-76.217444,0
East Brady borough,PA,40.981944,-79.610306,0
East Butler borough,PA,40.878837,-79.847256,0
East Conemaugh borough,PA,40.34763,-78.886072,0
East Earl CDP,PA,40.110171,-76.025953,0
East Freedom CDP,PA,40.355235,-78.430471,0
East Greenville borough,PA,40.405695,-75.505968,0
East Lansdowne borough,PA,39.943971,-75.2608,0
Eastlawn Gardens CDP,PA,40.748049,-75.284681,0
East McKeesport borough,PA,40.384812,-79.807439,0
East Marianna CDP,PA,40.021608,-80.088321,0
Easton city,PA,40.685971,-75.218548,0
East Petersburg borough,PA,40.10336,-76.349739,0
East Pittsburgh borough,PA,40.396866,-79.8382,0
East Prospect borough,PA,39.971008,-76.521404,0
East Rochester borough,PA,40.698201,-80.268983,0
East Salem CDP,PA,40.608713,-77.23694,0
East Sharpsburg CDP,PA,40.334512,-78.37217,0
East Side borough,PA,41.062383,-75.762173,0
East Smithfield CDP,PA,41.869101,-76.630551,0
East Stroudsburg borough,PA,41.004877,-75.171457,0
East Uniontown CDP,PA,39.895986,-79.697595,0
Eastvale borough,PA,40.76662,-80.314786,0
East Vandergrift borough,PA,40.597437,-79.562908,0
East Washington borough,PA,40.174435,-80.232436,0
East Waterford CDP,PA,40.371131,-77.604695,0
East York CDP,PA,39.968722,-76.675534,0
Eau Claire borough,PA,41.136824,-79.798531,0
Ebensburg borough,PA,40.48812,-78.726541,0
Economy borough,PA,40.643656,-80.186297,0
Eddington CDP,PA,40.086492,-74.944534,0
Eddystone borough,PA,39.854849,-75.337107,0
Edenborn CDP,PA,39.882069,-79.887664,0
Edenburg CDP,PA,40.565512,-75.959644,0
Edgewood borough,PA,40.431295,-79.883964,0
Edgewood CDP,PA,40.788252,-76.578025,0
Edgeworth borough,PA,40.554421,-80.192335,0
Edie CDP,PA,40.086322,-79.127898,0
Edinboro borough,PA,41.874979,-80.124246,0
Edinburg CDP,PA,41.009048,-80.430318,0
Edwardsville borough,PA,41.2602,-75.909888,0
Effort CDP,PA,40.941549,-75.437683,0
Egypt CDP,PA,40.685278,-75.533025,0
Ehrenfeld borough,PA,40.375187,-78.77734,0
Eighty Four CDP,PA,40.177698,-80.130298,0
Elberta CDP,PA,40.512465,-78.324216,0
Elco borough,PA,40.081825,-79.881678,0
Elderton borough,PA,40.694547,-79.342075,0
Eldorado CDP,PA,40.481187,-78.439291,0
Eldred borough,PA,41.956831,-78.38062,0
Elgin borough,PA,41.907013,-79.746508,0
Elim CDP,PA,40.297248,-78.945469,0
Elizabeth borough,PA,40.271554,-79.887153,0
Elizabethtown borough,PA,40.153284,-76.598652,0
Elizabethville borough,PA,40.547242,-76.815973,0
Elk Grove CDP,PA,41.306567,-76.408816,0
Elkins Park CDP,PA,40.077471,-75.128024,0
Elkland borough,PA,41.989058,-77.314061,0
Ellport borough,PA,40.861623,-80.262113,0
Ellsworth borough,PA,40.105341,-80.022613,0
Ellwood City borough,PA,40.861982,-80.282913,0
Elmora CDP,PA,40.603362,-78.74961,0
Elrama CDP,PA,40.251701,-79.924344,0
Elverson borough,PA,40.153719,-75.830826,0
Elysburg CDP,PA,40.86799,-76.54916,0
Emeigh CDP,PA,40.696851,-78.78477,0
Emerald Lakes CDP,PA,41.084103,-75.413727,0
Emigsville CDP,PA,40.008019,-76.730281,0
Emlenton borough,PA,41.180245,-79.70855,0
Emmaus borough,PA,40.535188,-75.497883,0
Emporium borough,PA,41.510411,-78.234035,0
Emsworth borough,PA,40.510872,-80.096217,0
Englewood CDP,PA,40.781462,-76.24491,0
Enhaut CDP,PA,40.232425,-76.82539,0
Enlow CDP,PA,40.452255,-80.231739,0
Enola CDP,PA,40.290604,-76.935497,0
Enon Valley borough,PA,40.855756,-80.456243,0
Ephrata borough,PA,40.180851,-76.180184,0
Erie city,PA,42.116594,-80.073503,0
Ernest borough,PA,40.678894,-79.165775,0
Espy CDP,PA,41.005039,-76.417222,0
Etna borough,PA,40.495161,-79.949631,0
Evansburg CDP,PA,40.189785,-75.434052,0
Evans City borough,PA,40.768498,-80.058366,0
Everett borough,PA,40.010867,-78.355903,0
Everson borough,PA,40.090648,-79.587044,0
Exeter borough,PA,41.333177,-75.82115,0
Export borough,PA,40.416912,-79.623063,0
Exton CDP,PA,40.029916,-75.633061,0
Eyers Grove CDP,PA,41.095493,-76.519614,0
Factoryville borough,PA,41.559965,-75.782643,0
Fairchance borough,PA,39.825088,-79.753998,0
Fairdale CDP,PA,39.893169,-79.966679,0
Fairfield borough,PA,39.789001,-77.369819,0
Fairhope CDP,PA,40.115014,-79.838819,0
Fairless Hills CDP,PA,40.177667,-74.85096,0
Fairview borough,PA,41.015595,-79.743151,0
Fairview CDP,PA,42.025458,-80.254725,0
Fairview-Ferndale CDP,PA,40.780601,-76.573967,0
Falls Creek borough,PA,41.141959,-78.806947,0
Fallston borough,PA,40.726792,-80.31375,0
Falmouth CDP,PA,40.129868,-76.702427,0
Farmersville CDP,PA,40.124234,-76.152095,0
Farmington CDP,PA,39.808181,-79.562942,0
Farrell city,PA,41.211094,-80.497338,0
Farwell CDP,PA,41.333176,-77.721297,0
Fawn Grove borough,PA,39.731172,-76.452115,0
Fawn Lake Forest CDP,PA,41.51421,-75.054398,0
Faxon CDP,PA,41.255677,-76.977138,0
Fayette City borough,PA,40.100691,-79.838348,0
Fayetteville CDP,PA,39.911433,-77.5651,0
Feasterville CDP,PA,40.154001,-74.991563,0
Fellsburg CDP,PA,40.184207,-79.826989,0
Felton borough,PA,39.857115,-76.561135,0
Fenelton CDP,PA,40.872431,-79.728709,0
Ferndale borough,PA,40.290549,-78.919817,0
Fernville CDP,PA,41.001972,-76.477437,0
Finleyville borough,PA,40.252765,-80.002032,0
Fisherville CDP,PA,40.472598,-78.169775,0
Fivepointville CDP,PA,40.182712,-76.06328,0
Fleetwood borough,PA,40.456503,-75.821579,0
Flemington borough,PA,41.12719,-77.470232,0
Flinton CDP,PA,40.716081,-78.517887,0
Flourtown CDP,PA,40.1052,-75.206883,0
Flying Hills CDP,PA,40.277907,-75.913223,0
Folcroft borough,PA,39.888246,-75.275774,0
Folsom CDP,PA,39.892381,-75.328666,0
Foot of Ten CDP,PA,40.418094,-78.461567,0
Force CDP,PA,41.25932,-78.50406,0
Ford City borough,PA,40.769615,-79.532999,0
Ford Cliff borough,PA,40.760813,-79.535765,0
Forest City borough,PA,41.65269,-75.469231,0
Forest Hills borough,PA,40.425081,-79.854465,0
Forest Lake CDP,PA,41.888208,-75.959355,0
Forestville CDP,PA,41.102059,-80.001436,0
Forestville CDP,PA,40.693791,-76.292597,0
Forksville borough,PA,41.489613,-76.602841,0
Fort Fetter CDP,PA,40.430089,-78.404304,0
Fort Indiantown Gap CDP,PA,40.444367,-76.582102,0
Fort Loudon CDP,PA,39.921906,-77.907236,0
Fort Washington CDP,PA,40.140762,-75.192575,0
Forty Fort borough,PA,41.280053,-75.87322,0
Foster Brook CDP,PA,41.983354,-78.602436,0
Fostoria CDP,PA,40.619152,-78.319666,0
Foundryville CDP,PA,41.076903,-76.234997,0
Fountain Hill borough,PA,40.602814,-75.39608,0
Fountain Springs CDP,PA,40.772168,-76.328513,0
Foxburg borough,PA,41.141527,-79.677846,0
Fox Chapel borough,PA,40.525996,-79.888903,0
Fox Chase CDP,PA,40.394796,-75.96342,0
Frackville borough,PA,40.783315,-76.232931,0
Frankfort Springs borough,PA,40.481015,-80.442777,0
Franklin borough,PA,40.342041,-78.883782,0
Franklin city,PA,41.38303,-79.832088,0
Franklin Forge CDP,PA,40.471052,-78.232055,0
Franklin Park borough,PA,40.59212,-80.098726,0
Franklintown borough,PA,40.076079,-77.029592,0
Frankstown CDP,PA,40.444473,-78.35581,0
Frazer CDP,PA,40.037433,-75.555541,0
Fredericksburg CDP,PA,40.310326,-78.286159,0
Fredericksburg CDP,PA,41.643775,-80.176448,0
Fredericksburg CDP,PA,40.444095,-76.437689,0
Fredericktown CDP,PA,40.001918,-80.009236,0
Fredonia borough,PA,41.32191,-80.258067,0
Freeburg borough,PA,40.762497,-76.940877,0
Freedom borough,PA,40.685145,-80.253612,0
Freeland borough,PA,41.021219,-75.896271,0
Freemansburg borough,PA,40.628013,-75.339936,0
Freeport borough,PA,40.686223,-79.682568,0
Frenchville CDP,PA,41.101712,-78.225241,0
Friedens CDP,PA,40.044868,-79.002767,0
Friedensburg CDP,PA,40.607789,-76.228379,0
Friendsville borough,PA,41.917923,-76.047727,0
